MQ8A,MQ135A,MQ9A,MQ4A,MQ2A,MQ3A,label,days_old,spoilage_prob
118.91786497203407,179.85759073769918,83.86790811167748,153.61450970978996,171.09715174579574,176.8045572493945,0,1,0.18036136163518024
35.722956036401456,156.64914748582734,252.76044025838357,0.0,339.7855679339841,439.60186572902705,0,3,0.33174928001972237
188.98445806041445,110.76912800215544,147.13171928783808,103.1825824727307,130.99376356671485,177.61428414368504,0,2,0.2952108446049577
451.10828292723824,551.3239762576287,765.4971636033264,642.7637533527545,640.0993225051045,485.5860799876316,1,6,0.6546526261452488
809.460661115539,705.6872667160354,740.3952937974103,786.7210431378896,703.1021591511433,762.1504636746155,1,7,0.7729449063915551
702.9133799821822,615.8952099421889,801.6497789454993,715.7093857209207,614.258012693423,833.3703626807824,1,8,0.8881335226982459
132.6327961448959,153.9914744679659,161.74673887809095,99.97833160158169,139.68587028572733,160.7758483704057,0,2,0.27477683260881547
591.7156899340034,628.2950009236786,768.8519266842621,628.3417708756809,632.5456626452853,718.175384258989,1,8,0.8205142083217503
257.73920268672765,247.92390465641208,194.77839833285415,320.08470446143133,175.3199032912855,373.2427081518031,0,4,0.45606793540118395
731.7473077726096,693.4660911664174,882.9500551965489,723.9305668067267,780.066216718166,781.3754345577299,1,9,0.9231117403283152
579.5147561455776,711.5069319118012,715.5799473951328,636.9825128500478,691.3116649217089,861.990931225713,1,9,0.9468326096934702
675.443268989667,357.43127214165185,187.93068308401206,576.4666684283636,622.0630829151398,401.98936773999526,1,5,0.5378068949231586
608.4055393054199,458.84146712246496,270.36994468544367,549.9896002479263,556.4405379987005,450.3713335092329,1,5,0.5499013204417669
161.69927575214103,84.41296041107337,123.92454912105197,137.26831681356273,147.320240104865,131.3907442061304,0,0,0.06558550125221585
600.6844644411617,569.4959390457627,666.7489456333218,590.497126680893,712.4540412859506,607.3900396353462,1,6,0.6318244120601708
107.79648787322266,135.22389998798607,154.27710689192384,176.5062064792783,200.94921845675992,124.0019599785955,0,2,0.24324572480406648
118.85303561286938,147.43036985229625,124.54651881311173,136.96158048152424,148.40475325910003,216.50198535297176,0,2,0.2556320028963809
388.96027207401596,550.6318900875885,885.8352950677114,478.9879968463776,477.6031818983835,668.2499563611976,1,6,0.6143686624717041
139.7556994228059,156.40427923381017,108.17000458141985,149.82796694964858,173.5316210064886,151.7549546252421,0,0,0.02144084095024068
600.4143960411709,495.1385027636093,472.9754324818296,555.3561749280296,595.4094864580244,799.5978432251402,1,6,0.6726239635019998
414.8698345580018,425.049846070629,93.42525813100184,675.963330256667,378.24507156661673,493.15228692054404,0,4,0.45449212177301124
827.0879592911089,696.6850331490956,785.8220855140153,724.1394656862832,714.556109643977,680.5372470248636,1,8,0.8945711039502336
161.60419938503716,161.61541789555844,119.91724450739189,134.8399914748693,159.01877759318677,185.05333305113794,0,1,0.11789309415045557
165.98533222607148,147.9228242157383,174.716108939646,108.91515126644468,120.03230348014174,182.40090474713148,0,0,0.004243211379038603
628.7195249101203,916.3859945150202,577.2220978888727,719.3443276756549,638.6431079415959,812.3888408487762,1,9,0.94449256616164
141.50267386113967,153.0305363406697,168.701883119873,115.04090518648954,123.64683466393024,147.89619491196868,0,1,0.1262147100174853
221.17544506648412,33.055548712494485,176.76771222861777,89.55697565107921,410.53274763703007,93.37196803655152,0,3,0.30235861414737686
119.78509867865142,122.32268538296171,168.0210153472584,169.10068974403544,175.80516678995605,135.2028870765978,0,0,0.05510357809519473
661.0431000498423,684.4189830047243,734.7186303386092,655.3285593465997,733.0229042397174,737.1865910722594,1,8,0.8483725211462346
149.29223541876866,198.09029756599043,187.40007723497945,135.55993514228754,122.78130428621257,161.61694534440863,0,1,0.14859961756299578
394.3655625886256,492.41035348113274,630.676024598496,470.2001281013201,312.0718546689084,632.5380076734693,1,5,0.5660782085726805
413.3287587533519,190.7707759428589,211.88816708995972,325.88425153760596,330.3096084754025,290.9154637511187,1,5,0.5041349628247799
630.1601443123661,677.6173349273469,731.5468341879536,748.6262733533545,818.3223062719355,672.6310016392047,1,7,0.7471486571361918
350.97686044297404,547.3318588561342,623.1637803441021,346.7278929342123,328.13296891078085,373.1457088831221,1,5,0.5686986732796309
246.47769185573776,540.7361042301461,399.6878863902007,225.74966145649356,467.6966752063502,452.9092680179401,1,5,0.5101641451323242
119.0612830485943,149.76852347097508,172.80032398936024,187.7754166675883,132.82783080756914,159.6512235169278,0,2,0.24649379734532995
748.7337656778031,692.0819756746608,755.7142260979484,605.6096238572791,678.6834786969329,709.6949729338438,1,7,0.7841943946884663
718.1567612714475,671.5850366281843,815.8606425997768,628.4680022700006,772.1049355575884,745.7205442457712,1,9,0.940001604929207
156.35469917734935,98.94706508728012,119.06053452522525,128.55999270717768,199.6183592441889,126.05273646543998,0,1,0.11398799703839835
705.6588713045135,533.5487555043541,704.1753462147142,814.2764772111238,681.7370172842797,633.466911699539,1,8,0.875407407284123
654.6108903221658,856.2269214318371,619.0638991194386,736.1248505956352,668.0868225705855,582.6527703291608,1,7,0.7474681855520086
214.19246894504843,196.45511352088113,160.24153185689727,105.06416769824853,226.51175327196847,127.4025511714746,0,2,0.22194057991336225
618.0486296282544,722.7902143892675,740.6916528951633,680.2174298670874,693.9208548105764,784.4206840184097,1,7,0.7553455583516139
314.28913002294706,540.3424891691716,500.27838737465675,564.8542324018331,482.29406817565604,467.5344384761878,0,4,0.4979646594345494
405.2441912688264,369.4606339753107,441.8176366655572,329.6864920660235,490.2900211492469,473.11012755567197,1,5,0.5445195445806231
674.9717378239575,562.3533148250658,745.9118625183725,816.3157108712003,777.6256731349588,608.5898977140039,1,8,0.8365860660702013
93.42848280893728,134.14504326351906,133.3816279312811,130.70197162821668,164.62237105792948,126.43715553496514,0,0,0.0044166178860963745
745.081352196381,678.9775170137648,708.8183438585646,653.4775329168186,845.062834904562,723.9536656175709,1,9,0.9308534834106743
223.5401420840593,369.1645236666044,310.3019725033955,130.72161279232785,376.03307507501563,0.0,0,3,0.35674304456010075
701.8381239920469,577.1559167830188,579.7884435893535,716.4212055631799,615.137911727009,646.3720083066615,1,9,0.9161268544937311
165.07646195739366,151.51174014600082,124.88732764956576,193.9544753455379,164.3637324319634,99.59908943139835,0,1,0.1665701714238188
199.44590311196916,127.2781757662761,170.83183343164285,150.29527332383165,181.46708612459645,106.68074126980315,0,1,0.14654189066544554
102.53428276894708,94.35907296194073,181.77774321854454,150.13489886244088,117.01928854417605,146.08136809265008,0,0,0.04679952880857097
116.24193442363155,133.32521383166545,123.81147864692556,168.67959350450494,140.01498718251767,223.12481171317154,0,0,0.04813902275230153
666.4529265574065,705.9014148650792,688.7349165178097,769.8071047587863,598.744345132451,827.3649528074427,1,9,0.9501066917947513
249.68524772703842,282.95215525837784,693.150075421813,436.07050824698973,377.7886283226974,415.90038133229086,1,5,0.517781003790116
762.782759481571,715.8335734004937,781.4850293457766,716.0471764810513,715.6822722714417,693.9676094129018,1,8,0.8260308566138621
663.1422569287295,797.747891889553,693.9818585732693,636.9494888385271,739.055983074012,646.959963702406,1,9,0.919869320071687
476.2017064729609,643.5579797291579,445.4357991817412,524.3439509717881,341.21764628708365,624.7928789705747,1,5,0.5280355498855736
497.67651117396883,729.2459589476919,706.360306181048,547.3722022799014,592.1702778160748,651.458792799941,1,8,0.8325772317708138
772.4928938001527,659.7148166623667,749.2267997047552,553.0520520869022,754.9477625371616,634.643852249383,1,9,0.9696397671256618
33.67995722694462,211.77417508408226,96.50983874956894,590.1955958217764,435.0350959902497,4.875981178755012,0,3,0.3397941688927759
596.8178073582322,496.9224931759851,520.4394414236214,565.8329828341427,619.4373252070119,352.1613873234205,1,6,0.6126660624259581
3.0080712740657987,270.4017209734277,104.97646249242467,278.36049930676677,299.8174899839976,215.59864138054073,0,3,0.37548288694526344
453.41122556319385,550.0792011322003,482.3483784439371,617.2995072461601,605.0034882731711,198.5533055141516,1,5,0.5667058135558738
866.3268361140669,537.8215660319319,800.4986777345674,660.9107410063905,377.4367582935934,475.0330352958279,1,6,0.6487971421582214
130.8664990909847,225.1385125304016,189.70751893149904,139.3347242416852,145.34037881347834,162.67529613978303,0,0,0.06614133504823139
740.8234934313109,760.4961261732161,511.2669561478408,761.6477468378794,654.7078565886084,786.503735974064,1,7,0.7537462240700342
782.4489106928005,825.9639073032718,558.8311717647672,702.4885820238576,665.8480330792328,540.1084578877815,1,9,0.9912419407470355
651.4401160158743,728.5890446434043,678.8997905183915,823.6479862124831,750.2717083768425,717.4436850396542,1,8,0.8947458103483791
112.73771286938668,172.69753306652717,163.40084338867604,179.79983972691105,121.27045992583285,155.69663299262535,0,1,0.1990320176773296
169.60401483840832,157.402760067593,169.73004112481638,101.82517271502003,178.37487611617843,95.42502609032304,0,1,0.12026753973029047
527.9385442004786,458.80459575447003,261.0192369474977,219.4954774627935,571.010311579367,352.21134201074085,0,4,0.4629929781061961
870.9965031144575,674.7759866797801,724.9004410856727,434.51411579225777,630.2016528412416,764.6880583913936,1,6,0.6946213651544816
694.8350699132372,757.0256020358191,691.779475807713,726.5498976657735,601.0788290017939,671.8029507765143,1,7,0.7905297363415612
136.4692157434214,90.12281389902365,214.34986091738145,154.45958655283016,135.40512938718794,157.75674979619131,0,0,0.006345298540679112
565.7958110677728,782.6366334976104,822.2450663424354,695.501879042711,613.146813152474,713.8276284034791,1,9,0.9484771101617582
211.39695295014323,368.9109523901377,12.480944207723326,67.20670726499858,120.35992080135595,49.74347409094642,0,3,0.34651805795696455
783.2476507232574,784.1350490716143,638.815322071363,755.5408428207409,698.9364364361204,786.5105731060744,1,9,0.99639340794712
205.00278503425903,160.05597688829383,138.26970215919212,169.00575866321648,185.05909604492882,162.1148932615809,0,2,0.26508527063211673
286.82991140613245,481.5029558376625,266.77187581798194,194.4083770103954,132.42583145021374,276.55376539909565,0,4,0.43474514999950076
810.8511796381054,766.9876785492149,661.2016452727306,553.2794555135652,753.8878328139926,759.4199676724304,1,9,0.9893877403773962
0.0,221.73635448046616,239.36266866277185,142.41683622063954,101.30366492824015,75.54215043869475,0,3,0.3051972250432716
354.98097195536394,488.55862902390015,462.59729431605615,275.2213493261717,256.19511608781727,311.6219763528463,0,4,0.43648130515409833
156.3981704508452,118.18552286878997,144.79960994185262,184.88079061954127,150.2505584651108,236.42050731595452,0,0,0.043904607680089525
785.0410317431063,688.8189984593855,695.6912595008675,615.7625878610565,805.4225584935583,648.56126126594,1,7,0.7152179617721701
611.4248007028108,717.2088601596782,705.6622941879184,707.4470524914694,906.2576052184189,914.0993204863004,1,9,0.9503992052926641
617.3729615953544,467.65907387807704,752.9732178867084,712.6119080780866,683.6800331011984,793.3430908038295,1,9,0.9135349990168783
156.29134721845426,108.28043494905816,123.62455696168155,168.5802092526357,130.24486187430034,193.1655417714917,0,2,0.21316553866872223
628.0522104587529,612.4148405716622,525.8865461404777,683.6135473636461,789.7530503711972,617.6474452466603,1,7,0.7515345151451843
146.68280525101545,153.00235656992078,172.6745420498562,159.41512191504552,161.08114665041057,105.48211697951578,0,2,0.2741435258127305
780.5793342944093,821.0735410696783,750.6546381606785,662.3974054408963,780.6469307066111,676.5448245974236,1,8,0.8253514026105889
807.3678614639324,644.7411061580126,578.9882944738437,625.1891352863978,668.0525304171624,824.1627985030972,1,9,0.988934633309554
114.4926070413799,138.2762868626329,138.580159882327,167.9993711155695,192.28312652795057,138.1822585429176,0,0,0.07009999331698824
121.6681387572588,125.43220418902233,144.45517357184454,168.14241121362863,165.38949858564322,190.16524233196813,0,1,0.16425984035992292
114.01469817972242,143.80254137776,174.3576265739842,160.75252580993669,151.60907140958855,83.88124224377324,0,0,0.008489067322444366
495.3865466214521,320.5793443006931,439.23834229949296,504.1710151644733,290.2987493758168,447.19842242941553,1,5,0.5257316021612828
216.5311620461989,183.54625490290752,244.23889900103825,325.21676025357004,282.598794260184,590.4768376192602,0,3,0.35077069637790015
181.82956385722196,189.7002058057664,156.76330799141581,199.53352261814115,158.21650907384426,146.42226120141106,0,2,0.21526554389555141
197.34121578403662,140.21802463967467,153.26876760612603,166.1510490186,110.4293786796415,138.00584162468175,0,1,0.1338740506717293
280.8035658276505,592.4168873492642,263.9692990524875,452.9904469526252,465.7932210588792,321.5731533745435,0,4,0.46655946881197174
742.238477112088,626.2998432335468,697.153280339794,580.0858355299079,711.1076252884108,517.8980917566581,1,8,0.8306400295973332
755.177601255433,795.3331355548667,615.7917044613146,711.8324918069192,737.4725198330842,656.2487877698076,1,8,0.8004871333304063
189.48243528858632,102.95034625534115,182.2464988956133,162.05788908939604,154.60922101895216,129.982058841663,0,0,0.021464677978171864
482.26736999370036,285.4048004547635,311.8641242909305,732.983877191013,324.64825259838506,238.23623356613894,1,5,0.5273494875514988
407.52567660571253,436.56428139071244,636.1170752556482,234.46651874063818,524.5594323957808,189.02883898785745,1,5,0.5186625428923209
118.86202025325406,146.53178048590638,143.89310994459714,206.50501865095342,210.97918115567728,180.40206543263534,0,2,0.24827093775102893
597.9679301106332,516.7676200703291,130.59362113837616,253.8527516454647,296.18442600849875,19.142882698507208,0,3,0.3359469484802472
129.81498295496874,119.51654897581335,101.09213876367407,136.04588858311294,170.17405002120145,129.66663624154594,0,2,0.27908856041036667
715.2128450049755,686.5715150348107,551.8451932258587,450.2696446633776,336.21663167057,589.693181162063,1,6,0.600097455336907
138.8773314285371,98.9226131549238,136.03335467246498,201.36578472118373,113.22642727758674,115.11096419300378,0,2,0.28991019695552167
732.9325006946232,710.0191038452634,872.0358470793393,581.5868567951015,656.4933805508114,608.7163061574985,1,9,0.9571631087302538
312.5896554954064,331.55068191118926,317.544642292526,195.98612731554573,284.31507854981976,468.8496815065777,0,4,0.43679408307641243
616.7740812970378,724.8793776109721,645.3263468624536,708.6280407665165,787.1658822927518,692.2108919036432,1,9,0.9092918851937137
0.0,119.41238816909292,89.21909316102766,249.29435401350807,268.55700145173796,397.1807358642682,0,3,0.30472806016685816
614.4150693448931,718.0904880011582,842.3139231881953,767.3852329870064,762.0143052041541,810.5494016275024,1,9,0.9458158261983131
700.148381642883,579.9648960601005,640.3241427523388,603.4845024834419,695.921306814039,625.2356234108942,1,9,0.9565001132830985
574.1237431637683,482.8889278796637,578.5351945215118,527.1492988830278,682.5583732470755,769.6211346736045,1,6,0.6571562130422867
183.52421663640766,148.5904673145925,86.396841147882,107.48426265422847,182.70254896634242,188.13107750765707,0,1,0.18729181389223537
160.63939241793872,110.42079052997396,83.5208433912787,150.6005245366431,87.6734094616063,131.79476186535072,0,0,0.03518636348883564
844.5700175654403,769.2312342983546,688.02795578195,691.932019947429,723.4035085163661,824.2077555952751,1,9,0.9353749572949895
680.2164166648186,356.2853331232771,552.4276969428312,413.96124983970026,482.871940886065,297.24866117742874,1,5,0.565333338538447
446.73558605856795,311.8033518741055,447.6321309022841,643.5589836337906,600.7470531311993,435.8519603842165,0,4,0.4806946019100645
164.00378070552472,197.72634611784648,196.7255176960389,101.91474678530626,136.8356093700664,103.27139939628591,0,1,0.1600509712494228
724.2441451466315,694.0551898305251,667.3317929642129,836.3353545559911,730.8562138893178,710.4583695220304,1,8,0.8217687057592712
125.97111531309517,154.84175515482897,92.59658991950899,79.78589555402267,183.0934484189859,190.60248656184297,0,1,0.11712068795610375
668.3882585509072,694.7737075355092,512.3721915039705,765.5434716727007,695.3841330475809,646.3225382483193,1,8,0.8623394418325552
846.2822829929302,714.3824382069313,614.4747292617953,808.3342575638435,729.6001887447586,658.4941455668537,1,7,0.7969515487696588
177.1243121435969,184.96961635888746,222.57531352681536,115.07878590014495,158.83111195623982,161.8533237100817,0,1,0.17323355018592135
161.45586255415236,114.48216416679139,140.43659247201842,204.75447918160995,129.5737030220645,158.9592058119171,0,1,0.1272777232031752
735.4252415234599,792.4912430620312,600.6112009936709,705.3612478197871,728.2656009134998,818.9486937053719,1,9,0.980949627046889
692.869979597204,708.435861477834,737.2775971577292,642.1362659207388,576.5821490307603,770.0949755894975,1,7,0.72054661511289
481.0786947329019,803.1102282856891,705.1280369571567,343.1944788221294,615.1120607496445,789.1005414691665,1,6,0.6727635991407016
561.172880837873,869.4428175412336,801.1189278462043,758.816201046779,762.6499796026241,610.8383422494844,1,8,0.8944804922021266
174.56361386065115,168.07627784974022,161.01239943928832,141.64165475013505,195.04146341746088,180.91800985996002,0,0,0.0023696029768056626
229.4330005319633,237.27050931209857,467.23287441508836,428.94668078600927,340.58605852681296,126.73619994685076,0,3,0.36304421396010755
637.3758722601756,532.2961657575255,466.7975760074943,767.279223632064,682.0569976712682,478.3822313907724,1,5,0.5932095058824557
650.8630729830605,644.5760370820358,733.7517917748265,706.4092081973566,709.9215057543508,743.6565776512665,1,8,0.835156513233514
733.8853098845261,723.5462849378073,716.7776111588057,557.9073131597686,795.6145199575953,709.5417980421047,1,7,0.784785903402894
489.8959712541489,117.42357447748361,369.20451373297556,475.1383843406429,688.924277829404,425.6302433390943,0,4,0.4979929729938425
422.80897441803893,586.71000389205,650.1772495600966,713.9286426537403,597.6706153498534,547.7473941319855,1,6,0.6147269182763336
737.6299854242328,585.1778278893426,758.693795140445,719.9723914302267,799.3799282965849,696.301490170415,1,9,0.9590718720510452
613.324874057038,773.9573068502496,771.3994527264509,768.3244007100927,357.5413365042407,418.74326380894354,1,6,0.6085922822307979
675.2687847122955,426.23940504922007,705.5986570076024,577.6376181793356,484.06462547688443,568.504765581138,1,5,0.5871746223032062
703.6371189083808,660.2404091760603,657.337069342145,649.3467814386254,647.7756117765817,695.1006773658883,1,9,0.9350027813675686
134.07558278639885,166.41529378113512,104.46814539950654,194.7811370581822,155.1746445537677,156.40977652531697,0,0,0.01478431725961793
260.97749620357524,69.53467043303866,0.0,302.2873497291013,114.84784692937407,396.28913538476763,0,3,0.38058115755335065
202.9122379691382,142.37672097334683,251.91481610629515,267.82048620368545,200.88658301238314,457.3355828408283,0,3,0.36195772984487307
746.0266891041974,454.9377256483316,837.86150261739,507.7422398486193,472.6707314728202,667.3306265326429,1,6,0.6688158205863907
138.64395219400083,118.13252663696728,188.51128101881494,175.83504608534,137.73216288241028,129.18496438044923,0,2,0.22564065427513647
164.52842094442758,91.43678331526303,135.245330491254,194.4324499953068,157.85281309251275,202.3510007475878,0,0,0.03804980495405641
191.92235244315782,79.84379133889588,254.68925042955044,216.11294755817795,156.17664933936913,195.438922193402,0,2,0.238396701638095
719.3278759184393,549.0898951167717,607.3379510142962,636.4247961829208,732.1433349204775,652.2504459961161,1,7,0.7903336816762848
546.5925873435913,713.426894510798,375.1448011742398,585.8802306430084,660.1839611536864,726.6614518396061,1,5,0.5840330890890046
148.65023465239562,138.16592364048205,108.29461286836109,159.00573135411815,162.08063079524646,160.48421086752236,0,1,0.10660448181823534
122.20247719144848,132.0918622192616,120.95088978292276,149.11548245402875,159.75472233280846,199.5222637642565,0,2,0.26038735611252206
0.0,426.18790693705307,0.0,190.29262064756955,467.6874832020319,246.00444284669075,0,3,0.36887204455827793
604.243254839263,642.388910980881,646.8518058845636,670.3803263933432,669.8535935176412,713.7206434818435,1,9,0.9995347314888265
949.5649429869575,412.21254105584194,751.7004640119704,909.9700499102222,576.0545365012606,758.9862635616121,1,6,0.6778071510373488
135.14888385375528,130.35364496479772,167.32267101897202,148.33553256624546,141.21391134523162,123.22825364280746,0,0,0.08326946128579937
679.2571072071428,631.243273538634,745.9494211982512,641.799694033942,750.4618676429875,645.1373113318768,1,7,0.7897557012838828
649.2997614781345,725.8011757587224,638.4610724066159,734.6762386771715,696.0145350043812,673.2685341622928,1,7,0.7134592096048028
110.93961620383027,130.5780790036333,166.40066206580838,135.3270786488742,134.2683644573412,131.3494018311517,0,0,0.006584620811188824
531.959544827944,280.8630797433992,495.6757115088513,369.5991241431535,457.3035318593849,448.1159141105819,0,4,0.47898440192445824
244.76037624731285,0.0,227.10061989217763,269.3138664216211,38.11471621516159,109.8645172031237,0,3,0.3006243286699648
157.98185190392783,157.76346251463931,166.3309233011401,166.84905882666203,135.05472564586682,131.24334403466824,0,1,0.14732024765299978
667.7143537605093,720.7748349124553,662.0055442113386,644.7176943831953,704.6484542053039,646.9957138438472,1,7,0.7992730951797921
533.7968998951881,775.7708577130594,417.44782803629766,473.9927025600769,506.35391104945074,127.87381048489874,1,5,0.5235257250505087
334.03681451029047,485.15770865108436,434.44098349085414,255.75990980987243,563.6178897962111,613.8047915045748,0,4,0.4862022756055282
384.2284664250073,509.344043845249,431.84374122869923,284.876979729741,521.8453589143,607.9294524160689,1,5,0.5664493645858858
189.1621728974067,114.94234917887886,173.98540959879506,177.51880251292368,192.35306649004735,140.24954800312457,0,2,0.2591605859258993
94.9748713153142,342.3333081849247,388.7742140395006,719.8786954391107,560.9576816774783,536.4288687144873,0,4,0.4962751914817215
735.3176251002751,686.2233551158573,669.54515563381,657.9198371598168,635.7131401503804,757.3390664977434,1,7,0.7483111286720987
730.2431296385647,800.0657962220719,774.8710001697908,622.5707308663921,657.2885193039533,803.3830648175052,1,7,0.7294271631732132
157.0235575479775,171.67468587116292,122.96404473308124,168.254041644138,194.2901109028391,152.92557266293235,0,2,0.22754275254205703
759.8286178244674,720.8242769397519,745.9437793095047,681.6294408709899,655.5745048201949,743.482348675587,1,8,0.8548805751026084
184.73696483137905,494.5785587123481,145.21294466679015,297.6277768093862,219.73994198012286,0.0,0,3,0.30172401358747336
177.61044310303643,139.49288658588424,139.42034040744426,108.86168534154513,150.23388294779508,145.58930341775223,0,2,0.2174933315943416
464.9044106166997,793.3412381827993,456.21672126008787,561.3732671487036,501.13948683740597,260.5025073367983,1,5,0.5173360294014353
640.5304855881325,605.2070970370573,661.0196119397699,717.3761426133603,811.8911608645632,730.7666040510907,1,7,0.7333354081699589
715.6059607073512,706.9438259780756,638.8241033771943,679.5338302137504,834.8243440474151,723.0656839974134,1,7,0.7668329361153764
750.1500581634274,966.5599224663404,705.8475088272284,700.354930545741,774.3768003365819,714.422936935423,1,8,0.8256608624306785
702.7399493714418,513.7376749455486,682.2395422243327,609.7556015192425,725.2097901987024,342.746768625976,1,6,0.6237599960593588
264.3983637642019,376.9830018504878,113.53303104439252,153.24306277626772,178.15953969116634,256.1567629885391,0,3,0.3293604053584408
221.8532840740171,178.67325633775047,137.621519012291,463.662850968735,366.2871392365005,291.27381434856756,0,3,0.39410783195860344
731.740521523553,810.4096102523241,779.7964436381188,646.344688196061,550.4957125094518,711.0460291658244,1,8,0.8630916164491499
681.1463065507643,663.0780531467899,747.8976292348109,676.7246597136134,591.459909618537,682.298605940253,1,9,0.9226359600113371
564.9293575457365,722.9088978279447,715.2818331077103,668.40654980507,701.1212944271858,596.8642107024295,1,7,0.79760517945438
262.43015597138873,560.4832716283609,470.5537491326665,611.6943064550888,278.682839309814,275.29041219118244,0,3,0.3918206514599949
431.278665584476,907.694575557324,683.7028689958697,564.6819115867925,463.862426924676,617.3265217011133,1,5,0.5430636733381319
147.54911514762077,152.65726956802806,152.70555292426164,162.86161606698286,128.05401593587544,161.81418240519662,0,0,0.08366032035215232
641.3511344491459,741.5290621680052,696.1742801186178,675.8931823597766,782.3211887065514,740.8510133610031,1,8,0.8337756274152355
179.56208606740066,293.7396857382583,324.21848950397106,416.4507476075786,645.724663929205,371.2922891940976,0,4,0.4207449291820904
707.968827059003,690.0027832957228,744.204037350242,817.9026944930305,805.2657335097017,726.1115088373064,1,7,0.7485801036132915
123.96083456103118,137.15959122308047,150.73250242849832,179.07560088046688,157.03689800908,156.41655896887377,0,2,0.27588845104921333
303.5880058437554,272.63529248252263,244.6510578626231,278.705679012247,403.42007009033654,125.94437331580995,0,3,0.3755766536777796
112.03856080340432,192.47560881781155,144.2089141120532,118.28941234670273,150.71512516614266,133.2481396451455,0,2,0.2685813057089893
136.72309612600841,148.90044648084304,128.2048567114439,135.91848553814074,181.6842637226181,135.21126416988736,0,1,0.15726838494141726
176.1485830170914,203.33390156867162,186.01310218166236,163.76650465831574,148.55059974555104,171.92336647356217,0,2,0.20647703331728817
210.74639850662214,210.28388463223982,161.9283150630452,139.15082247727742,130.69925607920484,135.9532279975818,0,0,0.02342233135365901
391.4200819662309,372.9128645038634,582.3984219702685,553.1826359256349,705.663606118941,378.7369048439947,1,5,0.5491421706146646
600.2334120883319,543.6387139535607,808.5971049268686,728.2912896391352,570.1216071795225,712.5563337306324,1,7,0.7199195363906302
